id,appId,appDisplayName
3796faba-517a-4c65-8111-64f785d763a3,18af356b-c4fd-4f52-9899-d09d21397ab7,Office365DirectorySynchronizationService
3857fd20-b015-487e-904f-ab0e14c6dae0,c1f33bc0-bdb4-4248-ba9b-096807ddb43e,Office Online Unused API
38785c2e-e4e9-4ddb-8023-81f8db799cff,c728155f-7b2a-4502-a08b-b8af9b269319,AAD Request Verification Service - PROD
3936257d-660c-4159-a30e-3b53db91daef,1950a258-227b-4e31-a9cf-717495945fc2,Microsoft Azure PowerShell
39a9f716-3a29-4b63-aa71-5ec4621b751d,db040338-7cb4-44df-a22b-785bde7ce0e2,RPA - Machine Management Relay Service - Application
39f647a3-fb0e-4113-9d25-e752cf31de9d,66244124-575c-4284-92bc-fdd00e669cea,IAMTenantCrawler
3a36c318-1fc1-4c95-a863-a9b71ed24003,5da7367f-09c8-493e-8fd4-638089cddec3,CABProvisioning
3a61529b-c7e4-4d1e-aa11-90a328a0fda6,f0cf43e5-8a9b-451c-b2d5-7285c785684d,
3a79170f-da18-4fc1-a19e-03802e011c0c,ab158d9a-0b5c-4cc3-bb2b-f6646581e4e4,CAP Neptune Prod CM Prod 
3b67ef5d-d34d-4e3f-b085-ea9bccaf4552,6962f7e9-f32f-4485-9c59-b2db31024ac6,HomeRoomSync (Microsoft SDS DB2C44894A3646DEB9A563649F627AB5)
3b92ce79-f0df-4fc5-81a9-b9bbbb3e10bb,9d8f559b-5984-46a4-902a-ad4271e83efa,Power Virtual Agents Service
3c1013c3-7ffc-4511-8e1f-722a24a12794,d88a361a-d488-4271-a13f-a83df7dd99c2,IDML Graph Resolver Service and CAD
3c5602d1-90da-4418-bb88-a07ef5019051,6abc93dc-978e-48a3-8e54-458e593ed8cf,Customer Service Trial PVA - readonly
3c93daf4-031f-416b-a037-60d0c8e6e339,c9224372-5534-42cb-a48b-8db4f4a3892e,MS Teams Griffin Assistant
3d588318-b665-4703-84f6-81c13c72480e,1d78a85d-813d-46f0-b496-dd72f50a3ec0,Microsoft Azure Policy Insights
3d7f4a03-946f-4469-ac83-d87029c85e2d,372140e0-b3b7-4226-8ef9-d57986796201,Azure Windows VM Sign-In
3dbd2304-2cd5-490d-9821-bc6ab9335281,ef5d5c69-a5df-46bb-acaf-426f161a21a2,Managed Service Identity
3e2362c4-cc68-4927-9100-61ad10713462,ce6ff14a-7fdc-4685-bbe0-f6afdfcfa8e0,Azure Linux VM Sign-In
3e327015-08e0-48ca-bb6f-3211cf87bd05,6bccf540-eb86-4037-af03-7fa058c2db75,Geneva Alert RP
3e5b2d74-7084-45fc-ae42-39a43e316059,709110f7-976e-4284-8851-b537e9bcb187,Microsoft Device Management Enrollment
3e7a58e9-65d1-4115-9af3-f7ffb7d1106a,66a88757-258c-4c72-893c-3e8bed4d6899,Office 365 Search Service
3ea6e482-f2aa-4567-bb27-3450b953b980,4c1a3aed-b389-4824-99b0-514c07906851,Intune DeviceCheckIn ConfidentialClient
3ebf8942-2e9c-44cd-a41e-c3a41d9d4e23,3e050dd7-7815-46a0-8263-b73168a42c10,Teams Approvals
3ec22e85-9af8-4ea5-b36b-dc911fed8bd3,94627ff6-8578-400b-bb6d-ae5b3352cf75,Docs Rendering Public
3f08665b-2fdf-414c-b393-221a8738dda3,40775b29-2688-46b6-a3b5-b256bd04df9f,Microsoft Information Protection API
3fd39e23-dad7-44e8-8fb6-2d22896464f9,e97edbaf-39b2-4546-ba61-0a24e1bef890,Teams EHR Connector
3fe00969-2cee-4d11-ba8b-ddb6843d9064,486c78bf-a0f7-45f1-92fd-37215929e116,GatewayRP
4006a12a-fb39-4a6f-8081-ea83f1998f16,eaf8a961-f56e-47eb-9ffd-936e22a554ef,DecomDevilFish
4095c3b7-4894-4a76-afa8-9cc7a2ec0de9,dcad865d-9257-4521-ad4d-bae3e137b345,Microsoft SharePoint Online - SharePoint Home
40ec8b32-6b2e-406d-aac9-8363ab65e82b,09abbdfd-ed23-44ee-a2d9-a627aa1c90f3,ProjectWorkManagement
40fd03f1-04ce-473f-a786-8a997d6ec677,5a807f24-c9de-44ee-a3a7-329e88a00ffc,Messaging Bot API Application
417242d6-5a1d-4192-a35e-c83d247579a8,0f698dd4-f011-4d23-a33e-b36416dcb1e6,OfficeClientService
4240ac19-75ce-452b-8cbc-253f6fbebc99,7ae5462d-d9d1-42f6-93ca-198d7b0ca997,Microsoft O365 Scuba
4273d239-c051-46a6-b94a-72b4ef7c57da,e1979c22-8b73-4aed-a4da-572cc4d0b832,App Studio for Microsoft Teams
4288331c-fa64-4b14-86f5-5262ce94da62,a85cf173-4192-42f8-81fa-777a763e6e2c,Azure Virtual Desktop Client
42b54c44-ffcc-460d-95c6-9cc26d4371b5,55441455-2f54-42b5-bc99-93e21cd4ae28,Office Enterprise Protection Service
42c2d298-adf0-4f63-aa55-4c6fe5bf7387,b861dbcc-a7ef-4219-a005-0e4de4ea7dcf,Data Export Service for Microsoft Dynamics 365
42e14dd0-f06e-4163-b96c-cba7e9714be1,8e0e8db5-b713-4e91-98e6-470fed0aa4c2,Microsoft Azure Signup Portal
43401847-b2d1-4e1b-810a-7281f6c9ae55,441509e5-a165-4363-8ee7-bcf0b7d26739,DWEngineV2
43b61719-cb29-46c0-a41d-9912c693b8a8,d32c68ad-72d2-4acb-a0c7-46bb2cf93873,Microsoft Activity Feed Service
441a9f14-3c6f-4ce8-b49e-77586d4352cc,1c0ae35a-e2ec-4592-8e08-c40884656fa5,Skype Team Substrate connector
442ddef6-308b-4c18-8c32-65b61eb831bb,6b91db1b-f05b-405a-a0b2-e3f60b28d645,M365 Admin Services
4447d1d8-079c-4ff5-9a0c-9dcbda987d56,8edd93e1-2103-40b4-bd70-6e34e586362d,Windows Azure Security Resource Provider
45730089-22f0-48b6-b759-28ba46f76d30,ba9ff945-a723-4ab5-a977-bd8c9044fe61,My Staff
469c9ff4-7957-4909-912d-6a21f3352ada,6e99704e-62d5-40f6-b2fe-90aafbe3a710,OCaaS Experience Management Service
46b14b7a-513b-4ea6-b3a9-6dce5b711003,7b7531ad-5926-4f2d-8a1d-38495ad33e17,Azure Advanced Threat Protection
46d47e0b-7006-4e0f-8469-3fec690b1f1b,44a02aaa-7145-4925-9dcd-79e6e1b94eff,Microsoft Dynamics 365 Apps Integration
46f8a353-3c0a-4886-ac9b-4e7c77d07d5a,3cf6df92-2745-4f6f-bbcf-19b59bcdb62a,Office 365 Client Admin
48d77f3b-fe0e-46fa-ba52-f9110a0d49a6,b4bddae8-ab25-483e-8670-df09b9f1d0ea,Signup
48e7b4b0-8c97-4973-9c8a-97e849fc6171,546068c3-99b1-4890-8e93-c8aeadcfe56a,Common Data Service - Azure Data Lake Storage
49518fd2-5fd8-4d7d-bab6-7eaf98c9fd95,ea890292-c8c8-4433-b5ea-b09d0668e1a6,Azure Credential Configuration Endpoint Service
49536b34-74e6-4f6a-a90a-009a4a53f2db,1690c5aa-925a-4d0e-836b-722c795bd0d0,Group Configuration Processor
4962db8a-8ab9-4736-800e-410d0fcd9a84,57fb890c-0dab-4253-a5e0-7188c88b2bb4,SharePoint Online Client
49cd0229-cefa-4d21-a574-ae4f8709d451,fa478005-999f-4ecd-99d2-3c98facac8e9,ConfigMgrSvc_7b5f26fc-2b3a-4ce0-a6d3-f134394c16e0
49ea0792-6ea6-4d2e-a1e3-6bc47d4a261c,b8d56525-1fd0-4121-a640-e0ede64f74b5,M365CommunicationCompliance
4a44622f-536c-4369-b066-29a3b421d1cc,f6e5c0c2-4746-4152-b162-91309d5556df,IC3 Modern Effective Config
4a51d990-faf0-4535-a117-dc641af6a0da,cb43afba-eb6b-4cef-bf00-758b6c233beb,Azure OSSRDBMS MySQL Flexible Server BYOK
4a6f0e66-dd42-495c-98a8-f14995a08566,2087bd82-7206-4c0a-b305-1321a39e5926,Microsoft To-Do
4a9590a0-3959-490f-8a60-76a4bdd89ab6,1303f293-64bd-48ba-89b0-6bf538bc67f3,Microsoft Teams IP Policy Service
4a9fbcd8-cd2d-43f6-97fb-9669a27ab58d,2717d989-4efe-4633-9ee3-106d601d37fd,Linkedin
4ab473f2-3368-4bf3-b481-1c8c0617cacf,4990cffe-04e8-4e8b-808a-1175604b879f,Microsoft Partner
4ad1e08b-19d9-49f3-bb49-5c1cf89e3b06,aeb86249-8ea3-49e2-900b-54cc8e308f85,M365 License Manager
4ad6478c-e962-436f-9132-12969877ff7f,95de633a-083e-42f5-b444-a4295d8e9314,Microsoft Whiteboard Services
4b150769-c595-43fb-8413-0bed1cde550c,0000000c-0000-0000-c000-000000000000,Microsoft App Access Panel
4b7903b7-8211-4b3d-816d-9320251a9454,cb1bda4c-1213-4e8b-911a-0a8c83c5d3b7,o365.servicecommunications.microsoft.com
4bc6dba2-44d0-4d5c-91b2-9c756da8c22e,1e3e4475-288f-4018-a376-df66fd7fac5f,NetworkTrafficAnalyticsService
4bd18086-de9b-4532-a9ea-a13a522f6fca,3af5a1e8-2459-45cb-8683-bcd6cccbcc13,Azure Smart Alerts
4bf93d2d-c22f-44ab-a0bf-c201e59e94f9,fedca721-7efe-4c94-920d-7044c88fcf33,Schoology
4caa84eb-96ff-452d-be3a-6437762b088d,39624784-6cbe-4a60-afbe-9f46d10fdb27,Teams and Skype for Business Administration
4cc9ce95-194e-485d-97af-1ebbe55ba8cf,c44b4083-3bb0-49c1-b47d-974e53cbdf3c,Azure Portal
4ce2155b-f4c5-4f2b-a34f-3a1021b682aa,637fcc9f-4a9b-4aaa-8713-a2a3cfda1505,Dynamics CRM Online Administration
4d67d3e3-2418-4ff2-9de6-956f8402a767,04687a56-4fc2-4e36-b274-b862fb649733,MDATPNetworkScanAgent
4d6d9402-0df4-40af-a469-4c97de7277bc,bf26f092-3426-4a99-abfb-97dad74e661a,Azure AD Identity Governance
4d7e96fe-191b-4d4f-aafb-fca6c6e1b838,6872b314-67ab-4a16-98e7-a663b0f772c3,Office365 Shell SS-Server Default
4df81535-02d9-402d-8b87-f3839d2a45e3,644c1b11-f63f-45fa-826b-a9d2801db711,CompliancePolicy
4e2d6ea9-5632-485c-a5ec-50877f648058,a68e1e61-ad4f-45b6-897d-0a1ea8786345,Office365 Shell WCSS-Server Default
4e72aa5b-a17c-46f0-8fc9-e2eba785c462,b692184e-b47f-4706-b352-84b288d2d9ee,Microsoft.MileIQ.RESTService
4e7cf82d-549b-45eb-b3db-6422e1126ef7,8e14e873-35ba-4720-b787-0bed94370b17,Microsoft Teams Targeting Application
4e9ab678-779b-4446-8535-9f1b94786e0f,70dcc41e-5abf-4ecd-b017-d5c7370e58fe,Intune SidecarService ConfidentialClient
